CourseID,Teacher,Semester,AssignmentNo,subjectID,SubmissionNo,SubmissionTime,Lines of Code,severity,category,ClassName,FileName,MethodName,Line,Col,Error
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,<init>,62,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,<init>,62,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,<init>,62,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getBureau,74,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getBureau,74,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getBureau,74,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getBureau,74,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getText,83,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getText,83,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getText,83,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getText,83,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getStation,94,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getStation,94,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getStation,94,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getStation,94,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getStation,94,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getStation,94,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getStation,94,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getStation,94,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getStation,94,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,RainfallAnalyzer,,getStation,94,,UNCHECKCLASS
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,<init>,35,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,<init>,35,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,<init>,35,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,<init>,35,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,recordDailySummary,51,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,recordDailySummary,51,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,recordDailySummary,51,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,recordDailySummary,51,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,recordDailySummary,51,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,recordDailySummaries,78,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,recordDailySummaries,78,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,recordDailySummaries,78,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,recordDailySummaries,78,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,recordDailySummaries,78,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,getStation,91,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,getStation,91,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,getStation,91,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,getStation,91,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,getStation,91,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,lowestStation,111,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,lowestStation,111,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,lowestStation,111,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,lowestStation,111,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,lowestStation,111,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,1,10/08/20 11:00PM,550,3,student_test_coverage,WeatherBureau,,lowestStation,143,,UNCHECKCLASS
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,RainfallAnalyzer.java,,36,37,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,RainfallAnalyzer.java,,47,37,LineLength
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,RainfallAnalyzer.java,,63,37,LineLength
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherBureau.java,,46,43,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherBureau.java,,76,46,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherBureau.java,,88,46,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherBureau.java,,88,45,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherBureau.java,,97,45,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherBureau.java,,97,45,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherBureau.java,,106,45,LineLength
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherBureau.java,,118,45,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherBureau.java,,130,45,LineLength
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherBureau.java,,131,45,LineLength
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherStation.java,,36,34,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherStation.java,,50,34,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherStation.java,,71,34,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherStation.java,,71,37,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherStation.java,,79,37,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherStation.java,,79,38,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherStation.java,,81,41,WhitespaceAround
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherStation.java,,81,42,WhitespaceAround
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,4,static_analysis_cosmetic,,WeatherStation.java,,88,42,JavadocMethod
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test8,166,,AssertionFailed
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test9,176,,AssertionFailed
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test10,196,,AssertionFailed
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test18,329,,ComparisonFailure
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test19,362,,ComparisonFailure
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test21,468,,ComparisonFailure
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test23,531,,ComparisonFailure
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test24,599,,AssertionFailed
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,RainfallAnalyzer,,<init>,40,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,RainfallAnalyzer,,<init>,40,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,RainfallAnalyzer,,<init>,40,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,RainfallAnalyzer,,<init>,40,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,RainfallAnalyzer,,getStation,104,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,RainfallAnalyzer,,getStation,104,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,RainfallAnalyzer,,getStation,104,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,RainfallAnalyzer,,getStation,104,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,WeatherBureauTest,,testLowestStation2,144,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,WeatherBureauTest,,testLowestStation2,144,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,WeatherBureauTest,,testLowestStation3,156,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,WeatherBureauTest,,testLowestStation3,156,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,WeatherBureauTest,,testLowestStation3,156,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,WeatherBureauTest,,testLowestStation3,156,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,WeatherBureau,,lowestStation,138,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,WeatherBureau,,lowestStation,138,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,WeatherBureau,,lowestStation,165,,UNCHECKBRANCH
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,3,student_test_coverage,WeatherBureau,,lowestStation,165,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,2,static_analysis_bug,,WeatherBureau.java,,50,16,UnusedLocalVariable
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,2,static_analysis_bug,,WeatherBureau.java,,51,16,UnusedLocalVariable
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,2,static_analysis_bug,,WeatherBureau.java,,52,16,UnusedLocalVariable
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,2,static_analysis_bug,,WeatherBureau.java,,55,13,UnusedLocalVariable
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,2,static_analysis_bug,,WeatherBureau.java,,56,13,UnusedLocalVariable
12751,Miller ,Fall 2020,Lab01,s00001,2,10/08/20 11:50PM,1742,2,static_analysis_bug,,WeatherBureau.java,,57,13,UnusedLocalVariable
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,RainfallAnalyzerTest.java,,5,42,RegexpSingleline
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,RainfallAnalyzerTest.java,,8,42,RegexpSingleline
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,RainfallAnalyzerTest.java,,9,42,RegexpSingleline
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,WeatherBureau.java,,39,19,ArrayTypeStyle
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,WeatherBureauTest.java,,9,19,RegexpSingleline
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,WeatherBureauTest.java,,12,19,RegexpSingleline
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,WeatherBureauTest.java,,13,19,RegexpSingleline
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,WeatherBureauTest.java,,54,43,FileTabCharacter
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,WeatherStation.java,,78,38,WhitespaceAround
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,WeatherStation.java,,78,39,WhitespaceAround
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,WeatherStation.java,,81,25,WhitespaceAround
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,WeatherStation.java,,81,26,WhitespaceAround
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,WeatherStation.java,,84,34,WhitespaceAround
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,WeatherStation.java,,84,35,WhitespaceAround
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,WeatherStationTest.java,,5,35,RegexpSingleline
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,WeatherStationTest.java,,8,35,RegexpSingleline
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,4,static_analysis_cosmetic,,WeatherStationTest.java,,9,35,RegexpSingleline
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test9,176,,AssertionFailed
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test10,196,,AssertionFailed
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test18,329,,ComparisonFailure
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test19,362,,ComparisonFailure
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,2,instructor_test_failed,DroughtRefTest,DroughtRefTest.java,test23,531,,ComparisonFailure
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,<init>,30,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,<init>,30,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,<init>,30,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,<init>,30,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,<init>,47,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,<init>,47,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,<init>,47,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,<init>,47,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,getBureau,58,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,getBureau,58,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,getBureau,58,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,getBureau,58,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,getText,67,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,getText,67,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,getText,67,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,getText,67,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,getStation,76,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,getStation,76,,UNCHECKLINE
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,getStation,76,,UNCHECKCOMPLEXITY
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,getStation,76,,UNCHECKMETHOD
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,getStation,76,,UNCHECKINSTRUCTION
12751,Miller ,Fall 2020,Lab01,s00001,3,10/10/20 11:50PM,1900,3,student_test_coverage,RainfallAnalyzer,,getStation,76,,UNCHECKLINE
